rank,sn,carries,crosses,county,owner,maint,year_built,year_recon,adt,adt_year,truck_pct,min_rating,poor_since,streak,status,lat,lon
1145,115395.0,LOCAL,WEST CREEK,Clarke,County,County,1976,0.0,11,2022,0,3.0,2010,16,Posted (load limit),41.10458333333334,-93.84450555555556
1146,115480.0,OAKWOOD ST,WEST CREEK,Clarke,County,County,1952,0.0,11,2022,0,0.0,2010,16,CLOSED to traffic,41.09942222222222,-93.87073888888888
1147,116121.0,280TH AVE,ELK CREEK,Clay,County,County,1917,0.0,11,2022,0,3.0,2010,16,CLOSED to traffic,43.0115,-95.03335555555556
1148,114650.0,LOCAL,WHITE BREAST CREEK,Clarke,County,County,1969,0.0,11,2022,0,0.0,2010,16,CLOSED to traffic,40.99991111111111,-93.70003055555556
1149,254820.0,LOCAL,WALNUT CREEK,Montgomery,County,County,1966,0.0,11,2022,0,0.0,2010,16,CLOSED to traffic,40.98731388888889,-95.34632777777777
1150,197270.0,W 84TH ST S,RED ROCK CREEK,Jasper,County,County,1947,0.0,11,2022,0,0.0,2010,16,CLOSED to traffic,41.60301944444445,-93.19334166666667
1151,188710.0,LOCAL,BR MIDDLE FORK ENGLISH R,Iowa,County,County,1925,0.0,11,2022,0,3.0,2010,16,Posted (load limit),41.554624999999994,-92.18892222222223
1152,328310.0,LOCAL,COATES CR,Van Buren,County,County,1959,0.0,11,2022,0,4.0,2010,16,Posted (load limit),40.783655555555555,-91.80341944444444
1153,149010.0,LOCAL,DRAINAGE DITCH #40,Emmet,County,County,1961,0.0,11,2022,0,3.0,2010,16,Posted (load limit),43.44495,-94.63260833333332
1154,149510.0,30TH ST.,GUNDLACH CREEK,Fayette,County,County,1959,0.0,11,2022,0,4.0,2010,16,Posted (load limit),42.67214166666666,-91.72898333333333
1155,139091.0,117TH ST,SAND CREEK,Decatur,County,County,1900,1993.0,11,2022,0,3.0,2010,16,Posted (load limit),40.85520555555556,-93.99051388888888
1156,144120.0,HAWKEYE RD,HAWKEYE CREEK,Des Moines,County,County,1910,0.0,11,2022,0,0.0,2010,16,Open (temporary),41.04253333333333,-91.05761388888888
1157,199040.0,LOCAL,SNIPE CREEK,Jasper,County,County,1941,0.0,11,2022,0,0.0,2010,16,CLOSED to traffic,41.85927777777778,-93.05799722222221
1158,203895.0,NE 340TH ST,SMALL,Johnson,County,County,1900,0.0,11,2021,0,3.0,2010,16,Posted (load limit),41.68550277777778,-91.36797222222222
1159,226780.0,LOCAL,WHITEBREAST CREEK,Lucas,County,County,1955,0.0,11,2022,0,0.0,2010,16,CLOSED to traffic,40.999652777777776,-93.52821666666667
1160,226870.0,LOCAL,BR CARRUTHERS CREEK,Lucas,County,County,1956,0.0,11,2022,0,3.0,2010,16,Posted (load limit),41.13475,-93.13253888888889
1161,196950.0,S 54TH AVE W,SEWER CREEK,Jasper,County,County,1931,0.0,11,2022,0,3.0,2010,16,Posted (load limit),41.64123611111111,-93.07096666666666
1162,270870.0,280TH ST,DRY BRANCH,Plymouth,County,County,1900,0.0,11,2022,0,4.0,2010,16,Posted (load limit),42.648827777777775,-96.04544444444444
1163,271170.0,320TH ST,MUD CREEK,Plymouth,County,County,1900,1973.0,11,2022,0,3.0,2010,16,Posted (load limit),42.59030277777778,-96.09189444444443
1164,276010.0,LOCAL,DEEP CREEK,Plymouth,County,County,1941,0.0,11,2022,0,4.0,2010,16,Posted (load limit),42.89536666666667,-95.90301388888889
1165,167610.0,LOCAL,SMALL CREEK,Guthrie,County,County,1949,0.0,11,2022,0,3.0,2010,16,CLOSED to traffic,41.512122222222224,-94.6817638888889
1166,168180.0,LOCAL,MASON CREEK,Guthrie,County,County,1940,,11,2022,0,0.0,2010,16,CLOSED to traffic,41.637772222222225,-94.51989999999999
1167,168310.0,LOCAL,MASON CREEK,Guthrie,County,County,1920,1959.0,11,2022,0,3.0,2010,16,Posted (load limit),41.62466111111111,-94.57939722222221
1168,279000.0,LOCAL,LITTLE CEDAR CREEK,Pocahontas,County,County,1954,0.0,11,2022,0,0.0,2010,16,CLOSED to traffic,42.71924444444445,-94.88852222222224
1169,279410.0,LOCAL,N LIZARD CREEK,Pocahontas,County,County,1914,1978.0,11,2022,0,4.0,2010,16,Posted (load limit),42.76923333333333,-94.59995833333333
1170,279610.0,LOCAL,LIZARD CREEK,Pocahontas,County,County,1955,0.0,11,2022,0,0.0,2010,16,CLOSED to traffic,42.77240277777778,-94.71820833333334
1171,172930.0,1450 DEER AVE,BOONE RIVER,Hancock,County,County,1968,0.0,11,2021,0,3.0,2010,16,Posted (load limit),42.972791666666666,-93.91172222222222
1172,109490.0,LCL MRT.ACC.RD,STREAM,Cherokee,County,County,1917,0.0,11,2022,0,3.0,2010,16,Posted (load limit),42.87395,-95.45874722222223
1173,108640.0,LOCAL B AVE.,WEST FORK LITTLE SIOUX,Cherokee,County,County,1916,0.0,11,2022,0,3.0,2010,16,Posted (load limit),42.66754722222222,-95.83983888888888
1174,59390.0,275TH STREET,LONG BRANCH,Adams,County,County,1958,0.0,11,2022,0,3.0,2010,16,Posted (load limit),40.913738888888886,-94.85771944444444
1175,362600.0,300TH ST,BRANCH NAGEL CREEK,Clayton,County,County,1935,0.0,11,2022,0,4.0,2010,16,Open,42.79051944444444,-91.564825
1176,322630.0,LOCAL,BRANCH OF EAST 102 RIVER,Taylor,County,County,1953,1976.0,11,2022,0,0.0,2010,16,CLOSED to traffic,40.76988611111111,-94.58939722222222
1177,322931.0,LOCAL,MIDDLE 102 RIVER,Taylor,County,County,1949,1999.0,11,2021,0,3.0,2010,16,Posted (load limit),40.742375,-94.75704444444445
1178,361970.0,MAGNOLIA ROAD,STREAM,Pottawattamie,County,County,1982,0.0,11,2022,0,4.0,2010,16,Open,41.37636666666667,-95.81439999999999
1179,358780.0,LOCAL ROAD,WEST BRANCH IOWA RIVER,Wright,County,County,1919,0.0,11,2021,0,3.0,2010,16,Posted (load limit),42.89138611111111,-93.64608055555556
1180,358020.0,LOCAL,DRAINAGE DITCH 111,Wright,County,County,1900,0.0,11,2022,0,0.0,2010,16,CLOSED to traffic,42.81565833333333,-93.51841388888889
1181,219890.0,LOCAL SECONDARY,SUGAR CREEK,Lee,County,County,1918,0.0,11,2022,0,3.0,2010,16,Posted (load limit),40.75082222222222,-91.67970000000001
1182,273410.0,270TH ST,CARTER CREEK,Plymouth,County,County,1900,0.0,11,2022,0,4.0,2010,16,Posted (load limit),42.66348333333333,-96.23660277777778
1183,232610.0,LOCAL,DRAINAGE,Madison,County,County,1958,1986.0,11,2022,0,4.0,2010,16,Posted (load limit),41.174825,-94.17918333333334
1184,355840.0,355TH,STREAM,Worth,County,County,1900,0.0,11,2022,0,2.0,2010,16,CLOSED to traffic,43.277425,-93.35430277777778
1185,211881.0,LOCAL,UNNAMED STREAM,Keokuk,County,County,1971,2015.0,11,2022,0,4.0,2010,16,Open,41.42394722222222,-92.19391944444445
1186,85690.0,LOCAL,BR RACCOON RIVER,Buena Vista,County,County,1928,0.0,11,2021,0,3.0,2010,16,Posted (load limit),42.74995277777778,-95.08255
1187,229190.0,LOCAL ROAD,HEFFERMAN CREEK,Lyon,County,County,1900,0.0,11,2022,0,0.0,2010,16,CLOSED to traffic,43.28156111111111,-96.41184166666667
1188,363270.0,FIELD ENTRANCE,DRAINAGE (SDB),Page,County,County,1990,0.0,10,2022,0,4.0,2010,16,Posted (load limit),40.82525555555556,-95.01428888888888
1189,364080.0,ENTRANCE,SIDE DITCH BRIDGE,Fayette,County,County,1948,0.0,10,2022,0,4.0,2010,16,Posted (load limit),42.91888333333333,-91.79363333333333
1190,119900.0,DRUMLIN RD,SCHNEIDERS CREEK,Clayton,County,County,1914,0.0,10,2021,0,3.0,2010,16,CLOSED to traffic,42.84865555555556,-91.42625555555556
1191,64971.0,LOCAL,SMALL STREAM,Appanoose,County,County,1987,0.0,10,2023,0,4.0,2010,16,Posted (load limit),40.64201666666666,-93.09729999999999
1192,62160.0,LOCAL,VILLAGE CREEK,Allamakee,County,County,1900,0.0,10,2017,0,3.0,2010,16,Posted (load limit),43.310336111111106,-91.24396111111112
1193,327601.0,FIELD ENTRANCE,SIDE DRAINAGE (SDB),Van Buren,County,County,1976,0.0,10,2022,0,3.0,2010,16,Posted (load limit),40.64238888888889,-91.8286
1194,336760.0,FM,SM STREAM,Washington,County,County,1928,1939.0,10,2022,0,4.0,2010,16,Open,41.25706666666667,-91.93580555555556
1195,257020.0,FARM ENTRANCE,DRAINAGE DITCH(SDB),Muscatine,County,County,1920,0.0,10,2022,0,4.0,2010,16,Posted (load limit),41.40143888888889,-91.13778611111111
1196,363080.0,FIELD ENTRANCE,STREAM (SDB),Page,County,County,1900,0.0,10,2022,0,3.0,2010,16,Posted (load limit),40.759341666666664,-95.2515
1197,363070.0,FIELD ENTRANCE,STREAM (SDB),Page,County,County,1900,1989.0,10,2022,18,4.0,2010,16,Posted (load limit),40.77824722222222,-94.95809166666668
1198,5650.0,1ST ST,DRAINAGE,Audubon,City / Municipal,City / Municipal,1930,0.0,9,2022,0,2.0,2010,16,CLOSED to traffic,41.841638888888895,-94.98552222222223
1199,352170.0,LOCAL,STREAM,Woodbury,County,County,1950,0.0,5,2022,0,4.0,2010,16,Posted (load limit),42.338411111111114,-95.91828055555555
1200,100520.0,LOCAL - AKRON,TROUBLESOME CREEK,Cass,County,County,1900,0.0,5,2022,0,3.0,2010,16,Posted (load limit),41.50443333333333,-94.85155277777777
1201,99320.0,LOCAL - 675TH,CREEK,Cass,County,County,1961,0.0,5,2022,0,0.0,2010,16,Open (temporary),41.37938333333334,-94.9015638888889
1202,354570.0,MASON AVE,STREAM,Woodbury,County,County,1970,0.0,5,2022,0,3.0,2010,16,Posted (load limit),42.53793611111111,-95.82896944444444
1203,325940.0,LOCAL,SMALL STREAM,Union,County,County,1900,0.0,5,2022,0,0.0,2010,16,CLOSED to traffic,41.003394444444446,-94.29924444444444
1204,324720.0,LOCAL,SMALL STREAM,Union,County,County,1900,0.0,5,2022,0,3.0,2010,16,Posted (load limit),40.91970277777777,-94.18597222222223
1205,59171.0,FILBERT AVENUE,WEST FORK 102 RIVER,Adams,County,County,1984,0.0,5,2022,0,3.0,2010,16,Posted (load limit),40.912997222222224,-94.81478888888888
1206,323830.0,LOCAL,WEST 102 RIVER,Taylor,County,County,1962,0.0,5,2022,0,0.0,2010,16,CLOSED to traffic,40.86298611111111,-94.81466388888889
1207,322530.0,LOCAL,CREEK,Taylor,County,County,1957,0.0,5,2022,0,0.0,2010,16,CLOSED to traffic,40.812216666666664,-94.66657777777779
1208,321365.0,MISSOURI TAYLOR ST,CREEK,Taylor,County,County,1900,0.0,5,2021,0,3.0,2010,16,Posted (load limit),40.57257222222223,-94.73338055555556
1209,321760.0,LOCAL,EAST 102 RIVER,Taylor,County,County,1968,0.0,5,2021,0,0.0,2010,16,CLOSED to traffic,40.71254444444445,-94.66224166666667
1210,321790.0,LOCAL,HONEY CREEK,Taylor,County,County,1954,0.0,5,2022,0,0.0,2010,16,CLOSED to traffic,40.70512222222222,-94.60740555555554
1211,68410.0,LOCAL,E NISHNABOTNA RIVER,Audubon,County,County,1924,1990.0,5,2022,0,1.0,2010,16,CLOSED to traffic,41.74619722222222,-94.88339722222223
1212,322590.0,LOCAL,HOG BRANCH,Taylor,County,County,1961,1978.0,5,2021,0,3.0,2010,16,Posted (load limit),40.771388888888886,-94.60484166666666
1213,327640.0,LOCAL,TRIB DESMOINES RIVER R,Van Buren,County,County,1971,0.0,5,2022,0,3.0,2010,16,Posted (load limit),40.653194444444445,-91.78408611111111
1214,321220.0,LOCAL,MIDDLE 102 RIVER,Taylor,County,County,1978,0.0,5,2022,0,4.0,2010,16,Posted (load limit),40.648288888888885,-94.78187777777778
1215,61000.0,BIRCH AVENUE,SIN CREEK,Adams,County,County,1964,0.0,5,2022,0,4.0,2010,16,Posted (load limit),41.117575,-94.90076111111112
1216,316040.0,140TH ST,EAST BR INDIAN CREEK,Story,County,County,1924,0.0,5,2022,0,4.0,2010,16,Posted (restriction),42.15215555555555,-93.43246666666667
1217,148950.0,LOCAL,E FORK OF DES MOINES,Emmet,County,County,1895,1937.0,5,2022,0,0.0,2010,16,CLOSED to traffic,43.45999166666667,-94.58038055555555
1218,329840.0,MAIN ST,TRIB DES MOINES RIVER,Van Buren,County,County,1965,0.0,5,2022,0,3.0,2010,16,Posted (load limit),40.872875,-92.1543138888889
1219,163750.0,LOCAL,BRANCH WOLF CREEK,Grundy,County,County,1914,0.0,5,2022,0,4.0,2010,16,Open,42.267716666666665,-92.88918055555557
1220,60330.0,ADAMS-ADAIR ST,STREAM,Adams,County,County,1960,0.0,5,2022,0,0.0,2010,16,CLOSED to traffic,41.15771111111111,-94.51462222222223
1221,161040.0,340 AVENUE,DEER CREEK,Fremont,County,County,1962,0.0,5,2021,0,4.0,2010,16,Posted (load limit),40.882425,-95.53738333333334
1222,161496.0,LOCAL,MCPHERSON CREEK,Fremont,County,County,1979,0.0,5,2021,0,4.0,2010,16,Posted (load limit),40.89339722222222,-95.73762777777777
1223,296290.0,LOCAL,W FK GRAND RIVER,Ringgold,County,County,1940,0.0,5,2022,0,0.0,2010,16,CLOSED to traffic,40.682713888888884,-94.33869444444444
1224,60940.0,BIRCH AVENUE,WILLIAMS CREEK,Adams,County,County,1963,2021.0,5,2022,0,4.0,2010,16,Posted (load limit),41.14844444444444,-94.90126111111111
1225,63170.0,LOCAL,CLEAR CREEK,Allamakee,County,County,1915,1962.0,5,2022,0,4.0,2010,16,Posted (restriction),43.4746,-91.41180833333334
1226,353160.0,LOCAL,STREAM,Woodbury,County,County,1950,0.0,5,2022,0,4.0,2010,16,Posted (load limit),42.46370833333334,-95.90223055555556
1227,59900.0,MULBERRY AVE,EAST NODAWAY RIVER,Adams,County,County,1900,0.0,5,2022,0,0.0,2010,16,CLOSED to traffic,41.01034722222222,-94.68936666666667
1228,60020.0,198TH LANE,KEMP CREEK,Adams,County,County,1900,1967.0,5,2022,0,0.0,2010,16,CLOSED to traffic,41.019108333333335,-94.78076944444445
1229,60120.0,CHESTNUT AVENUE,MIDDLE NODAWAY RIVER,Adams,County,County,1930,0.0,5,2022,0,3.0,2010,16,Posted (load limit),41.03199444444444,-94.87239166666666
1230,363510.0,510TH STREET,STREAM,Pottawattamie,County,County,1992,0.0,5,2022,0,4.0,2010,16,Open,41.493380555555554,-95.2124388888889
1231,274760.0,MARBLE AVE.,PLYMOUTH CREEK,Plymouth,County,County,1946,0.0,5,2022,0,4.0,2010,16,Posted (load limit),42.74266111111111,-96.13619722222222
1232,296970.0,LOCAL,GOOSEBERRY CREEK,Ringgold,County,County,1956,0.0,5,2022,0,0.0,2010,16,CLOSED to traffic,40.7972,-94.19111666666667
1233,296630.0,LOCAL,LOTTS CREEK,Ringgold,County,County,1952,0.0,5,2022,0,0.0,2010,16,CLOSED to traffic,40.81101388888889,-94.07874722222222
1234,296660.0,LOCAL,LOTTS CREEK,Ringgold,County,County,1949,0.0,5,2022,0,3.0,2010,16,Posted (load limit),40.79665,-94.08457222222222
1235,296050.0,LOCAL,E FK GRAND RIVER,Ringgold,County,County,1962,0.0,5,2022,0,3.0,2010,16,Posted (load limit),40.69636666666666,-94.17049444444444
1236,297270.0,LOCAL,STREAM,Ringgold,County,County,1952,0.0,5,2022,0,0.0,2010,16,CLOSED to traffic,40.78078333333333,-94.26214444444444
1237,297900.0,LOCAL,STREAM,Ringgold,County,County,1954,,5,2022,0,0.0,2010,16,CLOSED to traffic,40.89266666666666,-94.24242222222222
1238,297530.0,LOCAL,STREAM,Ringgold,County,County,1956,0.0,5,2022,0,0.0,2010,16,CLOSED to traffic,40.77861388888889,-94.45285833333334
1239,279901.0,LOCAL,BEAVER CK,Pocahontas,County,County,1973,0.0,5,2022,0,3.0,2010,16,Posted (load limit),42.868275,-94.56069166666667
1240,285430.0,HEMLOCK AVE,GRAYBILL CREEK,Pottawattamie,County,County,1947,1998.0,5,2022,0,3.0,2010,16,Posted (load limit),41.29636111111111,-95.34164166666666
1241,285491.0,EDISON LANE,JORDAN CREEK,Pottawattamie,County,County,1976,1992.0,5,2022,0,4.0,2010,16,Posted (load limit),41.28171111111111,-95.290775
1242,290810.0,220TH STREET,PIGEON CREEK,Pottawattamie,County,County,1925,1982.0,5,2021,0,4.0,2010,16,Posted (load limit),41.446475,-95.765
1243,159300.0,400 AVENUE,STREAM,Fremont,County,County,1966,0.0,5,2021,0,2.0,2010,16,Posted (load limit),40.66070833333333,-95.43113333333334
1244,159550.0,252 STREET,DRAINAGE #10,Fremont,County,County,1920,0.0,5,2022,0,3.0,2010,16,Posted (load limit),40.684261111111105,-95.70977777777777
1245,160090.0,320 AVENUE,WALNUT CREEK,Fremont,County,County,1961,0.0,5,2021,0,0.0,2010,16,CLOSED to traffic,40.79391111111111,-95.57589722222222
1246,298810.0,LOCAL,STREAM,Ringgold,County,County,1950,,5,2022,0,0.0,2010,16,CLOSED to traffic,40.83571944444445,-94.45330277777778
1247,295110.0,LOCAL,STREAM,Ringgold,County,County,1953,0.0,5,2022,0,4.0,2010,16,Posted (load limit),40.60690833333334,-94.14859166666668
1248,295920.0,LOCAL,STREAM,Ringgold,County,County,1946,0.0,5,2022,0,3.0,2010,16,Posted (load limit),40.66735833333333,-94.055675
1249,117160.0,270TH ST,DRAINAGE DITCH,Dickinson,County,County,1926,1947.0,5,2021,0,4.0,2010,16,Posted (restriction),43.255091666666665,-94.94123611111111
1250,113800.0,LOCAL,BR WHITE BREAST CREEK,Clarke,County,County,1969,0.0,5,2022,0,3.0,2010,16,Posted (load limit),40.94295833333333,-93.71071111111111
1251,117245.0,290TH ST,STREAM,Clay,County,County,1913,0.0,5,2022,0,4.0,2010,16,Posted (load limit),43.22991944444445,-94.95709722222223
1252,337050.0,LOCAL,NORTH FORK LONG CREEK,Washington,County,County,1929,0.0,5,2022,0,3.0,2010,16,Posted (load limit),41.36662777777778,-91.68385
1253,338820.0,LOCAL,STREAM,Wayne,County,County,1980,0.0,5,2022,0,3.0,2010,16,Posted (load limit),40.71181111111111,-93.11649999999999
1254,338880.0,LOCAL,STREAM,Wayne,County,County,1900,0.0,5,2022,0,3.0,2010,16,Posted (load limit),40.70317222222223,-93.11711388888888
1255,168880.0,LOCAL,STREAM,Guthrie,County,County,1940,0.0,5,2022,0,0.0,2010,16,CLOSED to traffic,41.69178055555555,-94.3334611111111
1256,169190.0,LOCAL,STREAM,Guthrie,County,County,1940,0.0,5,2022,0,3.0,2010,16,Posted (load limit),41.74944166666667,-94.58957777777778
1257,277220.0,EVERGREEN AVE,INDIAN CREEK,Plymouth,County,County,1961,0.0,5,2022,0,3.0,2010,16,Posted (load limit),42.88695,-96.45005833333333
1258,90210.0,LOCAL,STREAM,Calhoun,County,County,1900,0.0,5,2022,0,4.0,2010,16,Posted (load limit),42.25958888888889,-94.51328333333333
1259,294590.0,LOCAL,WALNUT CREEK,Poweshiek,County,County,1926,0.0,5,2022,0,4.0,2010,16,Posted (load limit),41.80829444444444,-92.57173055555555
1260,294900.0,LOCAL,STREAM,Ringgold,County,County,1953,0.0,5,2022,0,0.0,2010,16,CLOSED to traffic,40.59522777777778,-94.06895277777777
1261,294940.0,LOCAL,E BIG CREEK,Ringgold,County,County,1958,0.0,5,2022,0,4.0,2010,16,Posted (load limit),40.594969444444445,-94.02253333333333
1262,160240.0,215 STREET,MINOR DRAINAGE,Fremont,County,County,1971,0.0,5,2021,0,2.0,2010,16,Posted (load limit),40.73594444444444,-95.58011388888889
1263,351721.0,252ND ST,STREAM,Woodbury,County,County,1985,0.0,5,2022,0,3.0,2010,16,Posted (load limit),42.33841944444445,-95.81848888888888
1264,273640.0,GRANITE AVE,PERRY CREEK,Plymouth,County,County,1952,0.0,5,2022,0,4.0,2010,16,Posted (load limit),42.68960555555555,-96.39002777777779
1265,273570.0,240TH ST,PERRY CREEK,Plymouth,County,County,1900,0.0,5,2022,0,4.0,2010,16,Open,42.70662222222222,-96.3604111111111
1266,272650.0,240TH ST,MUD CREEK,Plymouth,County,County,1956,,5,2021,0,4.0,2010,16,Posted (load limit),42.707030555555555,-96.07885555555555
1267,178801.0,185TH LANE,ALLEN CREEK,Harrison,County,County,1986,2023.0,5,2016,0,4.0,2010,16,Open,41.74014722222222,-95.88431666666668
1268,268081.0,K AVENUE,STREAM,Page,County,County,1999,0.0,5,2022,0,3.0,2010,16,Posted (load limit),40.887391666666666,-95.17529722222223
1269,89660.0,BLUE BIRD DR.,COLD WATER CREEK,Butler,County,County,1905,0.0,5,2022,0,0.0,2010,16,CLOSED to traffic,42.86638055555556,-92.8065111111111
1270,269860.0,LOCAL,STREAM,Palo Alto,County,County,1915,0.0,5,2022,0,4.0,2010,16,Posted (load limit),43.149905555555556,-94.73802500000001
1271,245600.0,LCL-INGRAHAM AV,STREAM,Mills,County,County,1954,0.0,5,2021,0,4.0,2010,16,Posted (load limit),41.04535,-95.43388055555556
1272,250110.0,LOCAL,TRIB TO MAPLE RIVER,Monona,County,County,1900,0.0,5,2022,0,2.0,2010,16,CLOSED to traffic,42.02975,-95.92441388888889
1273,98440.0,LOCAL - MEMPHIS,TURKEY CR,Cass,County,County,1900,1985.0,5,2022,20,3.0,2010,16,Posted (load limit),41.33081388888889,-95.04103333333333
1274,186160.0,LOCAL,CREEK,Ida,County,County,1964,0.0,5,2022,0,2.0,2010,16,CLOSED to traffic,42.31218611111111,-95.38236944444444
1275,200110.0,LOCAL,TROY CREEK,Jefferson,County,County,1915,1959.0,5,2022,0,3.0,2010,16,Posted (load limit),40.93398611111111,-91.88718055555556
1276,256690.0,LOCAL,DRAINAGE,Montgomery,County,County,1945,1998.0,5,2021,0,3.0,2010,16,Posted (load limit),41.15979166666666,-95.32124444444445
1277,195360.0,E 64TH ST S,STREAM,Jasper,County,County,1940,0.0,5,2022,0,3.0,2010,16,CLOSED to traffic,41.55869166666666,-92.97781111111111
1278,196070.0,S 104TH AVE W,WALNUT CREEK,Jasper,County,County,1945,0.0,5,2022,0,0.0,2010,16,CLOSED to traffic,41.55147777777778,-93.26205833333333
1279,109330.0,510TH ST,WEST FORK LITTLE SIOUX,Cherokee,County,County,1917,0.0,5,2022,0,3.0,2010,16,Posted (load limit),42.778825,-95.75906388888889
1280,232200.0,GRANDVIEW TRL,N CLANTON CREEK,Madison,County,County,1895,0.0,5,2022,0,0.0,2010,16,CLOSED to traffic,41.22896111111111,-94.11868333333332
1281,243120.0,LOCAL,BURNETT CR,Marshall,County,County,1917,0.0,5,2022,0,4.0,2010,16,Posted (load limit),42.12266944444445,-92.84440833333333
1282,217450.0,LOC 130TH AVE,DD #185,Kossuth,County,County,1900,1964.0,5,2022,0,3.0,2010,16,Posted (load limit),43.49498611111111,-94.20643333333334
1283,78210.0,LOCAL,MONTGOMERY CREEK,Boone,County,County,1915,0.0,5,2022,0,4.0,2010,16,Open,42.13545833333333,-93.81583888888889
1284,225740.0,LOCAL,DR TO HONEY CREEK,Lucas,County,County,1900,0.0,5,2022,0,3.0,2010,16,Posted (load limit),40.937641666666664,-93.34646944444444
1285,227300.0,LOCAL,BR OF ENGLISH CREEK,Lucas,County,County,1939,0.0,5,2022,0,0.0,2010,16,CLOSED to traffic,41.11723055555556,-93.27335277777777
1286,227560.0,LOCAL,STONY FORK,Lucas,County,County,1951,0.0,5,2022,0,3.0,2010,16,Posted (load limit),41.12033888888889,-93.40396944444446
1287,362890.0,LOCAL,STREAM,Guthrie,County,County,1940,0.0,5,2022,0,3.0,2010,16,Posted (load limit),41.60006944444444,-94.58690833333333
1288,351460.0,POCAHONTAS AVE,STREAM,Woodbury,County,County,1935,1979.0,5,2022,0,4.0,2010,16,Posted (load limit),42.34434166666667,-95.76823888888889
1289,349630.0,LOCAL ROAD,CREEK,Winneshiek,County,County,1900,0.0,5,2022,0,3.0,2010,16,Posted (load limit),43.455263888888894,-91.90949444444445
1290,59380.0,270TH STREET,LONG BRANCH,Adams,County,County,1960,0.0,5,2022,0,0.0,2010,16,CLOSED to traffic,40.91508888888889,-94.85648055555555
